film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,category_id,price
381,GRINCH MASSAGE,A INTREPID DISPLAY OF A MADMAN AND A FEMINIST WHO MUST PURSUE A PIONEER IN THE FIRST MANNED SPACE STATION,2006,1,7,7,4.5,150,5.99,R,10,7
382,GRIT CLOCKWORK,A THOUGHTFUL DISPLAY OF A DENTIST AND A SQUIRREL WHO MUST CONFRONT A LUMBERJACK IN A SHARK TANK,2006,1,7,3,1.5,137,15.99,PG,17,12
383,GROOVE FICTION,A UNBELIEVEABLE REFLECTION OF A MOOSE AND A A SHARK WHO MUST DEFEAT A LUMBERJACK IN AN ABANDONED MINE SHAFT,2006,1,7,6,1.99,111,5.99,NC-17,15,9
384,GROSSE WONDERFUL,A EPIC DRAMA OF A CAT AND A EXPLORER WHO MUST REDEEM A MOOSE IN AUSTRALIA,2006,1,7,5,3.5,49,7.99,R,17,5
385,GROUNDHOG UNCUT,A BRILLIANT PANORAMA OF A ASTRONAUT AND A TECHNICAL WRITER WHO MUST DISCOVER A BUTLER IN A MANHATTAN PENTHOUSE,2006,1,7,6,0.99,139,7.99,PG-13,5,12
386,GUMP DATE,A INTREPID YARN OF A EXPLORER AND A STUDENT WHO MUST KILL A HUSBAND IN AN ABANDONED MINE SHAFT,2006,1,7,3,2.99,53,8.99,NC-17,16,12
387,GUN BONNIE,A BORING DISPLAY OF A SUMO WRESTLER AND A HUSBAND WHO MUST BUILD A WAITRESS IN THE GULF OF MEXICO,2006,1,7,7,3.5,100,22.99,G,10,5
388,GUNFIGHT MOON,A EPIC REFLECTION OF A PASTRY CHEF AND A EXPLORER WHO MUST REACH A DENTIST IN THE SAHARA DESERT,2006,1,7,5,4.99,70,12.99,NC-17,17,12
389,GUNFIGHTER MUSSOLINI,A TOUCHING SAGA OF A ROBOT AND A BOY WHO MUST KILL A MAN IN ANCIENT JAPAN,2006,1,7,3,4.5,127,8.99,PG-13,15,11
390,GUYS FALCON,A BORING STORY OF A WOMAN AND A FEMINIST WHO MUST REDEEM A SQUIRREL IN A U-BOAT,2006,1,7,4,2.99,84,18.99,R,14,4
391,HALF OUTFIELD,A EPIC EPISTLE OF A DATABASE ADMINISTRATOR AND A CROCODILE WHO MUST FACE A MADMAN IN A JET BOAT,2006,1,7,6,3.99,146,11.99,PG-13,17,7
392,HALL CASSIDY,A BEAUTIFUL PANORAMA OF A PASTRY CHEF AND A A SHARK WHO MUST BATTLE A PIONEER IN SOVIET GEORGIA,2006,1,7,5,4.5,51,26.99,NC-17,3,4
393,HALLOWEEN NUTS,A AMAZING PANORAMA OF A FORENSIC PSYCHOLOGIST AND A TECHNICAL WRITER WHO MUST FIGHT A DENTIST IN A U-BOAT,2006,1,7,6,1.99,47,10.99,PG-13,6,5
394,HAMLET WISDOM,A TOUCHING REFLECTION OF A MAN AND A MAN WHO MUST SINK A ROBOT IN THE OUTBACK,2006,1,7,7,2.99,146,21.99,R,17,8
395,HANDICAP BOONDOCK,A BEAUTIFUL DISPLAY OF A PIONEER AND A SQUIRREL WHO MUST VANQUISH A SUMO WRESTLER IN SOVIET GEORGIA,2006,1,7,4,1.5,108,27.99,R,1,11
396,HANGING DEEP,A ACTION-PACKED YARN OF A BOAT AND A CROCODILE WHO MUST BUILD A MONKEY IN BERLIN,2006,1,7,5,3.5,62,27.99,G,7,11
397,HANKY OCTOBER,A BORING EPISTLE OF A DATABASE ADMINISTRATOR AND A EXPLORER WHO MUST PURSUE A MADMAN IN SOVIET GEORGIA,2006,1,7,5,2.5,107,4.99,NC-17,17,7
398,HANOVER GALAXY,A STUNNING REFLECTION OF A GIRL AND A SECRET AGENT WHO MUST SUCCUMB A BOY IN A MYSQL CONVENTION,2006,1,7,5,1.99,47,24.99,NC-17,12,11
399,HAPPINESS UNITED,A ACTION-PACKED PANORAMA OF A HUSBAND AND A FEMINIST WHO MUST MEET A FORENSIC PSYCHOLOGIST IN ANCIENT JAPAN,2006,1,7,6,1.99,100,22.99,G,9,6
400,HARDLY ROBBERS,A EMOTIONAL CHARACTER STUDY OF A HUNTER AND A CAR WHO MUST KILL A WOMAN IN BERLIN,2006,1,7,7,3.5,72,14.99,R,6,4
401,HAROLD FRENCH,A STUNNING SAGA OF A SUMO WRESTLER AND A STUDENT WHO MUST OUTRACE A MOOSE IN THE SAHARA DESERT,2006,1,7,6,1.5,168,27.99,NC-17,7,8
402,HARPER DYING,A AWE-INSPIRING REFLECTION OF A WOMAN AND A CAT WHO MUST CONFRONT A FEMINIST IN THE SAHARA DESERT,2006,1,7,3,3.5,52,16.99,G,17,8
403,HARRY IDAHO,A TAUT YARN OF A TECHNICAL WRITER AND A FEMINIST WHO MUST OUTRACE A DOG IN CALIFORNIA,2006,1,7,5,1.99,121,6.99,PG-13,17,3
404,HATE HANDICAP,A INTREPID REFLECTION OF A MAD SCIENTIST AND A PIONEER WHO MUST OVERCOME A HUNTER IN THE FIRST MANNED SPACE STATION,2006,1,7,4,3.99,107,15.99,PG,5,4
405,HAUNTED ANTITRUST,A AMAZING SAGA OF A MAN AND A DENTIST WHO MUST REACH A TECHNICAL WRITER IN ANCIENT INDIA,2006,1,7,6,4.99,76,19.99,NC-17,16,3
406,HAUNTING PIANIST,A FAST-PACED STORY OF A DATABASE ADMINISTRATOR AND A COMPOSER WHO MUST DEFEAT A SQUIRREL IN AN ABANDONED AMUSEMENT PARK,2006,1,7,5,4.5,181,25.99,R,17,5
407,HAWK CHILL,A ACTION-PACKED DRAMA OF A MAD SCIENTIST AND A COMPOSER WHO MUST OUTGUN A CAR IN AUSTRALIA,2006,1,7,5,2.5,47,12.99,PG-13,17,12
408,HEAD STRANGER,A THOUGHTFUL SAGA OF A HUNTER AND A CROCODILE WHO MUST CONFRONT A DOG IN THE GULF OF MEXICO,2006,1,7,4,3.99,69,17.99,R,17,3
409,HEARTBREAKERS BRIGHT,A AWE-INSPIRING DOCUMENTARY OF A A SHARK AND A DENTIST WHO MUST OUTRACE A PASTRY CHEF IN THE CANADIAN ROCKIES,2006,1,7,3,2.99,59,20.99,G,17,4
410,HEAVEN FREEDOM,A INTREPID STORY OF A BUTLER AND A CAR WHO MUST VANQUISH A MAN IN NEW ORLEANS,2006,1,7,7,4.99,48,14.99,PG,5,12
411,HEAVENLY GUN,A BEAUTIFUL YARN OF A FORENSIC PSYCHOLOGIST AND A FRISBEE WHO MUST BATTLE A MOOSE IN A JET BOAT,2006,1,7,5,2.5,49,14.99,NC-17,12,9
412,HEAVYWEIGHTS BEAST,A UNBELIEVEABLE STORY OF A COMPOSER AND A DOG WHO MUST OVERCOME A WOMANIZER IN AN ABANDONED AMUSEMENT PARK,2006,1,7,6,4.99,102,20.99,G,17,12
413,HEDWIG ALTER,A ACTION-PACKED YARN OF A WOMANIZER AND A LUMBERJACK WHO MUST CHASE A SUMO WRESTLER IN A MONASTERY,2006,1,7,7,1.5,169,22.99,NC-17,17,5
414,HELLFIGHTERS SIERRA,A TAUT REFLECTION OF A A SHARK AND A DENTIST WHO MUST BATTLE A BOAT IN SOVIET GEORGIA,2006,1,7,3,4.5,75,28.99,PG,9,10
415,HIGH ENCINO,A FATEFUL SAGA OF A WAITRESS AND A HUNTER WHO MUST OUTRACE A SUMO WRESTLER IN AUSTRALIA,2006,1,7,3,3.99,84,8.99,R,11,12
416,HIGHBALL POTTER,A ACTION-PACKED SAGA OF A HUSBAND AND A DOG WHO MUST REDEEM A DATABASE ADMINISTRATOR IN THE SAHARA DESERT,2006,1,7,6,4.99,110,12.99,R,9,11
417,HILLS NEIGHBORS,A EPIC DISPLAY OF A HUNTER AND A FEMINIST WHO MUST SINK A CAR IN A U-BOAT,2006,1,7,5,1.99,93,22.99,G,1,4
418,HOBBIT ALIEN,A EMOTIONAL DRAMA OF A HUSBAND AND A GIRL WHO MUST OUTGUN A COMPOSER IN THE FIRST MANNED SPACE STATION,2006,1,7,5,3.99,157,9.99,PG-13,7,9
419,HOCUS FRIDA,A AWE-INSPIRING TALE OF A GIRL AND A MADMAN WHO MUST OUTGUN A STUDENT IN A SHARK TANK,2006,1,7,4,1.99,141,10.99,G,8,12
420,HOLES BRANNIGAN,A FAST-PACED REFLECTION OF A TECHNICAL WRITER AND A STUDENT WHO MUST FIGHT A BOY IN THE CANADIAN ROCKIES,2006,1,7,7,1.5,128,26.99,PG,15,7
421,HOLIDAY GAMES,A INSIGHTFUL REFLECTION OF A WAITRESS AND A MADMAN WHO MUST PURSUE A BOY IN ANCIENT JAPAN,2006,1,7,7,0.99,78,5.99,PG-13,17,10
422,HOLLOW JEOPARDY,A BEAUTIFUL CHARACTER STUDY OF A ROBOT AND A ASTRONAUT WHO MUST OVERCOME A BOAT IN A MONASTERY,2006,1,7,7,1.99,136,18.99,NC-17,17,12
423,HOLLYWOOD ANONYMOUS,A FAST-PACED EPISTLE OF A BOY AND A EXPLORER WHO MUST ESCAPE A DOG IN A U-BOAT,2006,1,7,7,3.5,69,10.99,PG,17,8
424,HOLOCAUST HIGHBALL,A AWE-INSPIRING YARN OF A COMPOSER AND A MAN WHO MUST FIND A ROBOT IN SOVIET GEORGIA,2006,1,7,6,4.5,149,21.99,R,17,11
425,HOLY TADPOLE,A ACTION-PACKED DISPLAY OF A FEMINIST AND A PIONEER WHO MUST PURSUE A DOG IN A BALOON FACTORY,2006,1,7,6,2.5,88,21.99,R,17,6
426,HOME PITY,A TOUCHING PANORAMA OF A MAN AND A SECRET AGENT WHO MUST CHALLENGE A TEACHER IN A MYSQL CONVENTION,2006,1,7,7,4.5,185,18.99,R,12,5
427,HOMEWARD CIDER,A TAUT REFLECTION OF A ASTRONAUT AND A SQUIRREL WHO MUST FIGHT A SQUIRREL IN A MANHATTAN PENTHOUSE,2006,1,7,5,3.5,103,13.99,R,6,7
428,HOMICIDE PEACH,A ASTOUNDING DOCUMENTARY OF A HUNTER AND A BOY WHO MUST CONFRONT A BOY IN A MYSQL CONVENTION,2006,1,7,6,3.5,141,11.99,PG-13,8,4
429,HONEY TIES,A TAUT STORY OF A WAITRESS AND A CROCODILE WHO MUST OUTRACE A LUMBERJACK IN A SHARK TANK,2006,1,7,3,4.99,84,12.99,R,15,3
430,HOOK CHARIOTS,A INSIGHTFUL STORY OF A BOY AND A DOG WHO MUST REDEEM A BOY IN AUSTRALIA,2006,1,7,7,1.99,49,29.99,G,2,11
431,HOOSIERS BIRDCAGE,A ASTOUNDING DISPLAY OF A EXPLORER AND A BOAT WHO MUST VANQUISH A CAR IN THE FIRST MANNED SPACE STATION,2006,1,7,3,3.5,176,4.99,G,9,8
432,HOPE TOOTSIE,A AMAZING DOCUMENTARY OF A STUDENT AND A SUMO WRESTLER WHO MUST OUTGUN A A SHARK IN A SHARK TANK,2006,1,7,4,1.99,139,20.99,NC-17,17,3
433,HORN WORKING,A STUNNING DISPLAY OF A MAD SCIENTIST AND A TECHNICAL WRITER WHO MUST SUCCUMB A MONKEY IN A SHARK TANK,2006,1,7,4,4.5,95,10.99,PG,2,11
434,HORROR REIGN,A TOUCHING DOCUMENTARY OF A A SHARK AND A CAR WHO MUST BUILD A HUSBAND IN NIGERIA,2006,1,7,3,3.5,139,6.99,R,16,12
435,HOTEL HAPPINESS,A THRILLING YARN OF A PASTRY CHEF AND A A SHARK WHO MUST CHALLENGE A MAD SCIENTIST IN THE OUTBACK,2006,1,7,6,0.99,181,12.99,PG-13,9,5
436,HOURS RAGE,A FATEFUL STORY OF A EXPLORER AND A FEMINIST WHO MUST MEET A TECHNICAL WRITER IN SOVIET GEORGIA,2006,1,7,4,4.99,122,12.99,NC-17,13,7
437,HOUSE DYNAMITE,A TAUT STORY OF A PIONEER AND A SQUIRREL WHO MUST BATTLE A STUDENT IN SOVIET GEORGIA,2006,1,7,7,4.99,109,6.99,R,17,8
438,HUMAN GRAFFITI,A BEAUTIFUL REFLECTION OF A WOMANIZER AND A SUMO WRESTLER WHO MUST CHASE A DATABASE ADMINISTRATOR IN THE GULF OF MEXICO,2006,1,7,3,0.99,68,17.99,NC-17,10,11
439,HUNCHBACK IMPOSSIBLE,A TOUCHING YARN OF A FRISBEE AND A DENTIST WHO MUST FIGHT A COMPOSER IN ANCIENT JAPAN,2006,1,7,4,4.99,151,14.99,PG-13,17,7
440,HUNGER ROOF,A UNBELIEVEABLE YARN OF A STUDENT AND A DATABASE ADMINISTRATOR WHO MUST OUTGUN A HUSBAND IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.5,105,11.99,G,17,5
441,HUNTER ALTER,A EMOTIONAL DRAMA OF A MAD COW AND A BOAT WHO MUST REDEEM A SECRET AGENT IN A SHARK TANK,2006,1,7,5,4.5,125,19.99,PG-13,6,12
442,HUNTING MUSKETEERS,A THRILLING REFLECTION OF A PIONEER AND A DENTIST WHO MUST OUTRACE A WOMANIZER IN AN ABANDONED MINE SHAFT,2006,1,7,6,4.99,65,22.99,NC-17,17,4
443,HURRICANE AFFAIR,A LACKLUSTURE EPISTLE OF A DATABASE ADMINISTRATOR AND A WOMAN WHO MUST MEET A HUNTER IN AN ABANDONED MINE SHAFT,2006,1,7,6,2.99,49,5.99,PG,17,5
444,HUSTLER PARTY,A EMOTIONAL REFLECTION OF A SUMO WRESTLER AND A MONKEY WHO MUST CONQUER A ROBOT IN THE SAHARA DESERT,2006,1,7,3,3.99,83,24.99,NC-17,5,3
445,HYDE DOCTOR,A FANCIFUL DOCUMENTARY OF A BOY AND A WOMAN WHO MUST REDEEM A WOMANIZER IN A JET BOAT,2006,1,7,5,4.5,100,9.99,G,4,7
446,HYSTERICAL GRAIL,A AMAZING SAGA OF A MADMAN AND A DENTIST WHO MUST BUILD A CAR IN A MANHATTAN PENTHOUSE,2006,1,7,5,2.99,150,9.99,PG,17,4
447,ICE CROSSING,A FAST-PACED TALE OF A BUTLER AND A MOOSE WHO MUST OVERCOME A PIONEER IN A MANHATTAN PENTHOUSE,2006,1,7,5,0.99,131,12.99,R,17,5
448,IDAHO LOVE,A FAST-PACED DRAMA OF A STUDENT AND A CROCODILE WHO MUST MEET A DATABASE ADMINISTRATOR IN THE OUTBACK,2006,1,7,3,0.99,172,27.99,PG-13,13,4
449,IDENTITY LOVER,A BORING TALE OF A COMPOSER AND A MAD COW WHO MUST DEFEAT A CAR IN THE OUTBACK,2006,1,7,4,4.5,119,22.99,PG-13,14,7
450,IDOLS SNATCHERS,A INSIGHTFUL DRAMA OF A CAR AND A COMPOSER WHO MUST FIGHT A MAN IN A MONASTERY,2006,1,7,5,3.99,84,22.99,NC-17,3,12
451,IGBY MAKER,A EPIC DOCUMENTARY OF A HUNTER AND A DOG WHO MUST OUTGUN A DOG IN A BALOON FACTORY,2006,1,7,7,4.5,160,26.99,NC-17,16,8
452,ILLUSION AMELIE,A EMOTIONAL EPISTLE OF A BOAT AND A MAD SCIENTIST WHO MUST OUTRACE A ROBOT IN AN ABANDONED MINE SHAFT,2006,1,7,4,2.5,122,24.99,R,17,6
453,IMAGE PRINCESS,A LACKLUSTURE PANORAMA OF A SECRET AGENT AND A CROCODILE WHO MUST DISCOVER A MADMAN IN THE CANADIAN ROCKIES,2006,1,7,3,3.5,178,17.99,PG-13,15,12
454,IMPACT ALADDIN,A EPIC CHARACTER STUDY OF A FRISBEE AND A MOOSE WHO MUST OUTGUN A TECHNICAL WRITER IN A SHARK TANK,2006,1,7,6,2.99,180,14.99,PG-13,12,5
455,IMPOSSIBLE PREJUDICE,A AWE-INSPIRING YARN OF A MONKEY AND A HUNTER WHO MUST CHASE A TEACHER IN ANCIENT CHINA,2006,1,7,7,3.5,103,24.99,NC-17,9,5
456,INCH JET,A FATEFUL SAGA OF A WOMANIZER AND A STUDENT WHO MUST DEFEAT A BUTLER IN A MONASTERY,2006,1,7,6,3.99,167,29.99,NC-17,2,10
457,INDEPENDENCE HOTEL,A THRILLING TALE OF A TECHNICAL WRITER AND A BOY WHO MUST FACE A PIONEER IN A MONASTERY,2006,1,7,5,1.5,157,27.99,NC-17,6,11
458,INDIAN LOVE,A INSIGHTFUL SAGA OF A MAD SCIENTIST AND A MAD SCIENTIST WHO MUST KILL A ASTRONAUT IN AN ABANDONED FUN HOUSE,2006,1,7,4,2.5,135,27.99,NC-17,8,11
459,INFORMER DOUBLE,A ACTION-PACKED DISPLAY OF A WOMAN AND A DENTIST WHO MUST REDEEM A FORENSIC PSYCHOLOGIST IN THE CANADIAN ROCKIES,2006,1,7,4,1.5,74,19.99,NC-17,17,8
460,INNOCENT USUAL,A BEAUTIFUL DRAMA OF A PIONEER AND A CROCODILE WHO MUST CHALLENGE A STUDENT IN THE OUTBACK,2006,1,7,3,2.99,178,25.99,PG-13,9,5
461,INSECTS STONE,A EPIC DISPLAY OF A BUTLER AND A DOG WHO MUST VANQUISH A CROCODILE IN A MANHATTAN PENTHOUSE,2006,1,7,3,1.5,123,24.99,NC-17,17,4
462,INSIDER ARIZONA,A ASTOUNDING SAGA OF A MAD SCIENTIST AND A HUNTER WHO MUST PURSUE A ROBOT IN A BALOON FACTORY,2006,1,7,5,1.99,78,5.99,NC-17,12,4
463,INSTINCT AIRPORT,A TOUCHING DOCUMENTARY OF A MAD COW AND A EXPLORER WHO MUST CONFRONT A BUTLER IN A MANHATTAN PENTHOUSE,2006,1,7,4,4.5,116,27.99,PG,15,8
464,INTENTIONS EMPIRE,A ASTOUNDING EPISTLE OF A CAT AND A CAT WHO MUST CONQUER A MAD COW IN A U-BOAT,2006,1,7,3,2.99,107,28.99,PG-13,17,4
465,INTERVIEW LIAISONS,A ACTION-PACKED REFLECTION OF A STUDENT AND A BUTLER WHO MUST DISCOVER A DATABASE ADMINISTRATOR IN A MANHATTAN PENTHOUSE,2006,1,7,4,2.99,59,15.99,R,17,8
466,INTOLERABLE INTENTIONS,A AWE-INSPIRING STORY OF A MONKEY AND A PASTRY CHEF WHO MUST SUCCUMB A WOMANIZER IN A MYSQL CONVENTION,2006,1,7,6,4.5,63,21.99,PG-13,6,4
467,INTRIGUE WORST,A FANCIFUL CHARACTER STUDY OF A EXPLORER AND A MAD SCIENTIST WHO MUST VANQUISH A SQUIRREL IN A JET BOAT,2006,1,7,6,1.99,181,26.99,G,9,3
468,INVASION CYCLONE,A LACKLUSTURE CHARACTER STUDY OF A MAD SCIENTIST AND A WOMANIZER WHO MUST OUTRACE A EXPLORER IN A MONASTERY,2006,1,7,5,1.99,97,25.99,PG,17,5
469,IRON MOON,A FAST-PACED DOCUMENTARY OF A MAD COW AND A BOY WHO MUST PURSUE A DENTIST IN A BALOON,2006,1,7,7,1.99,46,19.99,PG,4,5
470,ISHTAR ROCKETEER,A ASTOUNDING SAGA OF A DOG AND A SQUIRREL WHO MUST CONQUER A DOG IN AN ABANDONED FUN HOUSE,2006,1,7,4,4.99,79,20.99,R,17,4
471,ISLAND EXORCIST,A FANCIFUL PANORAMA OF A TECHNICAL WRITER AND A BOY WHO MUST FIND A DENTIST IN AN ABANDONED FUN HOUSE,2006,1,7,7,4.5,84,8.99,NC-17,17,10
472,ITALIAN AFRICAN,A ASTOUNDING CHARACTER STUDY OF A MONKEY AND A MOOSE WHO MUST OUTGUN A CAT IN A U-BOAT,2006,1,7,3,2.99,174,20.99,G,16,11
473,JACKET FRISCO,A INSIGHTFUL REFLECTION OF A WOMANIZER AND A HUSBAND WHO MUST CONQUER A PASTRY CHEF IN A BALOON,2006,1,7,5,4.5,181,23.99,PG-13,7,5
474,JADE BUNCH,A INSIGHTFUL PANORAMA OF A SQUIRREL AND A MAD COW WHO MUST CONFRONT A STUDENT IN THE FIRST MANNED SPACE STATION,2006,1,7,6,3.5,174,24.99,NC-17,17,6
475,JAPANESE RUN,A AWE-INSPIRING EPISTLE OF A FEMINIST AND A GIRL WHO MUST SINK A GIRL IN THE OUTBACK,2006,1,7,6,4.99,135,19.99,G,11,7
476,JASON TRAP,A THOUGHTFUL TALE OF A WOMAN AND A A SHARK WHO MUST CONQUER A DOG IN A MONASTERY,2006,1,7,5,1.99,130,23.99,NC-17,17,10
477,JAWBREAKER BROOKLYN,A STUNNING REFLECTION OF A BOAT AND A PASTRY CHEF WHO MUST SUCCUMB A A SHARK IN A JET BOAT,2006,1,7,5,2.5,118,4.99,PG,12,6
478,JAWS HARRY,A THRILLING DISPLAY OF A DATABASE ADMINISTRATOR AND A MONKEY WHO MUST OVERCOME A DOG IN AN ABANDONED FUN HOUSE,2006,1,7,4,3.5,112,17.99,G,5,4
479,JEDI BENEATH,A ASTOUNDING REFLECTION OF A EXPLORER AND A DENTIST WHO MUST PURSUE A STUDENT IN NIGERIA,2006,1,7,7,3.5,128,7.99,PG,17,10
480,JEEPERS WEDDING,A ASTOUNDING DISPLAY OF A COMPOSER AND A DOG WHO MUST KILL A PASTRY CHEF IN SOVIET GEORGIA,2006,1,7,3,0.99,84,12.99,R,4,7
481,JEKYLL FROGMEN,A FANCIFUL EPISTLE OF A STUDENT AND A ASTRONAUT WHO MUST KILL A WAITRESS IN A SHARK TANK,2006,1,7,4,2.99,58,19.99,PG,13,3
482,JEOPARDY ENCINO,A BORING PANORAMA OF A MAN AND A MAD COW WHO MUST FACE A EXPLORER IN ANCIENT INDIA,2006,1,7,3,4.99,102,17.99,R,4,8
483,JERICHO MULAN,A AMAZING YARN OF A HUNTER AND A BUTLER WHO MUST DEFEAT A BOY IN A JET BOAT,2006,1,7,3,3.5,171,4.99,NC-17,10,10
484,JERK PAYCHECK,A TOUCHING CHARACTER STUDY OF A PASTRY CHEF AND A DATABASE ADMINISTRATOR WHO MUST REACH A A SHARK IN ANCIENT JAPAN,2006,1,7,3,4.99,172,10.99,NC-17,4,11
485,JERSEY SASSY,A LACKLUSTURE DOCUMENTARY OF A MADMAN AND A MAD COW WHO MUST FIND A FEMINIST IN ANCIENT JAPAN,2006,1,7,6,0.99,60,14.99,PG,3,4
486,JET NEIGHBORS,A AMAZING DISPLAY OF A LUMBERJACK AND A TEACHER WHO MUST OUTRACE A WOMAN IN A U-BOAT,2006,1,7,7,2.5,59,26.99,R,17,6
487,JINGLE SAGEBRUSH,A EPIC CHARACTER STUDY OF A FEMINIST AND A STUDENT WHO MUST MEET A WOMAN IN A BALOON,2006,1,7,6,4.99,124,7.99,PG-13,17,7
488,JOON NORTHWEST,A THRILLING PANORAMA OF A TECHNICAL WRITER AND A CAR WHO MUST DISCOVER A FORENSIC PSYCHOLOGIST IN A SHARK TANK,2006,1,7,3,1.99,105,17.99,NC-17,15,9
489,JUGGLER HARDLY,A EPIC STORY OF A MAD COW AND A ASTRONAUT WHO MUST CHALLENGE A CAR IN CALIFORNIA,2006,1,7,4,1.99,54,17.99,PG-13,2,11
490,JUMANJI BLADE,A INTREPID YARN OF A HUSBAND AND A WOMANIZER WHO MUST PURSUE A MAD SCIENTIST IN NEW ORLEANS,2006,1,7,4,1.5,121,27.99,G,13,6
491,JUMPING WRATH,A TOUCHING EPISTLE OF A MONKEY AND A FEMINIST WHO MUST DISCOVER A BOAT IN BERLIN,2006,1,7,4,2.99,74,5.99,NC-17,3,5
492,JUNGLE CLOSER,A BORING CHARACTER STUDY OF A BOY AND A WOMAN WHO MUST BATTLE A ASTRONAUT IN AUSTRALIA,2006,1,7,6,4.99,134,23.99,NC-17,13,3
493,KANE EXORCIST,A EPIC DOCUMENTARY OF A COMPOSER AND A ROBOT WHO MUST OVERCOME A CAR IN BERLIN,2006,1,7,5,3.5,92,26.99,R,9,11
494,KARATE MOON,A ASTOUNDING YARN OF A WOMANIZER AND A DOG WHO MUST REACH A WAITRESS IN A MYSQL CONVENTION,2006,1,7,4,1.5,120,13.99,PG-13,17,7
495,KENTUCKIAN GIANT,A STUNNING YARN OF A WOMAN AND A FRISBEE WHO MUST ESCAPE A WAITRESS IN A U-BOAT,2006,1,7,5,1.99,169,13.99,PG,11,9
496,KICK SAVANNAH,A EMOTIONAL DRAMA OF A MONKEY AND A ROBOT WHO MUST DEFEAT A MONKEY IN NEW ORLEANS,2006,1,7,3,4.5,179,11.99,PG-13,17,10
497,KILL BROTHERHOOD,A TOUCHING DISPLAY OF A HUNTER AND A SECRET AGENT WHO MUST REDEEM A HUSBAND IN THE OUTBACK,2006,1,7,4,1.5,54,24.99,G,6,3
498,KILLER INNOCENT,A FANCIFUL CHARACTER STUDY OF A STUDENT AND A EXPLORER WHO MUST SUCCUMB A COMPOSER IN AN ABANDONED MINE SHAFT,2006,1,7,7,3.5,161,14.99,R,17,5
499,KING EVOLUTION,A ACTION-PACKED TALE OF A BOY AND A LUMBERJACK WHO MUST CHASE A MADMAN IN A BALOON,2006,1,7,3,2.5,184,10.99,NC-17,8,5
500,KISS GLORY,A LACKLUSTURE REFLECTION OF A GIRL AND A HUSBAND WHO MUST FIND A ROBOT IN THE CANADIAN ROCKIES,2006,1,7,5,4.99,163,7.99,PG-13,9,3
501,KISSING DOLLS,A INSIGHTFUL REFLECTION OF A PIONEER AND A TEACHER WHO MUST BUILD A COMPOSER IN THE FIRST MANNED SPACE STATION,2006,1,7,3,1.5,141,29.99,R,1,6
502,KNOCK WARLOCK,A UNBELIEVEABLE STORY OF A TEACHER AND A BOAT WHO MUST CONFRONT A MOOSE IN A BALOON,2006,1,7,4,4.5,71,16.99,PG-13,5,5
503,KRAMER CHOCOLATE,A AMAZING YARN OF A ROBOT AND A PASTRY CHEF WHO MUST REDEEM A MAD SCIENTIST IN THE OUTBACK,2006,1,7,3,3.5,171,10.99,R,15,3
504,KWAI HOMEWARD,A AMAZING DRAMA OF A CAR AND A SQUIRREL WHO MUST PURSUE A CAR IN SOVIET GEORGIA,2006,1,7,5,3.5,46,18.99,PG-13,17,4
505,LABYRINTH LEAGUE,A AWE-INSPIRING SAGA OF A COMPOSER AND A FRISBEE WHO MUST SUCCUMB A PIONEER IN THE SAHARA DESERT,2006,1,7,6,1.99,46,11.99,PG-13,17,7
506,LADY STAGE,A BEAUTIFUL CHARACTER STUDY OF A WOMAN AND A MAN WHO MUST PURSUE A EXPLORER IN A U-BOAT,2006,1,7,4,4.5,67,26.99,PG,11,11
507,LADYBUGS ARMAGEDDON,A FATEFUL REFLECTION OF A DOG AND A MAD SCIENTIST WHO MUST MEET A MAD SCIENTIST IN NEW ORLEANS,2006,1,7,4,4.5,113,22.99,NC-17,10,6
508,LAMBS CINCINATTI,A INSIGHTFUL STORY OF A MAN AND A FEMINIST WHO MUST FIGHT A COMPOSER IN AUSTRALIA,2006,1,7,6,2.99,144,20.99,PG-13,10,3
509,LANGUAGE COWBOY,A EPIC YARN OF A CAT AND A MADMAN WHO MUST VANQUISH A DENTIST IN AN ABANDONED AMUSEMENT PARK,2006,1,7,5,4.5,78,20.99,NC-17,3,11
510,LAWLESS VISION,A INSIGHTFUL YARN OF A BOY AND A SUMO WRESTLER WHO MUST OUTGUN A CAR IN THE OUTBACK,2006,1,7,6,2.99,181,11.99,G,2,12
511,LAWRENCE LOVE,A FANCIFUL YARN OF A DATABASE ADMINISTRATOR AND A MAD COW WHO MUST PURSUE A WOMANIZER IN BERLIN,2006,1,7,7,4.5,175,13.99,NC-17,17,8
512,LEAGUE HELLFIGHTERS,A THOUGHTFUL SAGA OF A A SHARK AND A MONKEY WHO MUST OUTGUN A STUDENT IN ANCIENT CHINA,2006,1,7,5,0.99,110,27.99,PG-13,17,9
513,LEATHERNECKS DWARFS,A FATEFUL REFLECTION OF A DOG AND A MAD COW WHO MUST OUTRACE A TEACHER IN AN ABANDONED MINE SHAFT,2006,1,7,6,1.5,153,22.99,PG-13,16,10
514,LEBOWSKI SOLDIERS,A BEAUTIFUL EPISTLE OF A SECRET AGENT AND A PIONEER WHO MUST CHASE A ASTRONAUT IN ANCIENT CHINA,2006,1,7,6,1.99,69,19.99,PG-13,7,6
